ano;data;dataVencimento;itens;numero;ocorrencias;origem_arquivo
2019;2019-07-19;2020-07-19;itens_25a19631-b3b6-4844-b798-e2e96d7e480e.csv;68; ;atasRegistroPrecos_f157483e-1cd1-4ac1-8744-aa1965402c0b.csv
2019;2019-03-26;2020-03-26;itens_6db75dc7-00f1-406f-9727-6e35302cc5fc.csv;12; ;atasRegistroPrecos_f1fe2898-e954-418f-906b-414760d5ea01.csv
2019;2019-03-26;2020-03-26;itens_96fa3616-b345-450f-89e4-e8d342f0bd00.csv;8; ;atasRegistroPrecos_f4520ed4-31ad-404c-9dce-ac8c66a28bbc.csv
2019;2019-10-07;2020-10-07;itens_a7138b3b-2ec7-46ad-a9ba-9a63425754fb.csv;69; ;atasRegistroPrecos_f558ad31-c7ac-45cc-87b6-5ea93fdd221e.csv
2019;2019-10-07;2020-10-07;itens_2f72b5b5-9a19-4a13-acce-7f44270df7e2.csv;156; ;atasRegistroPrecos_f558ad31-c7ac-45cc-87b6-5ea93fdd221e.csv
2019;2019-07-10;2020-07-10;itens_3b8655d7-5110-4fd3-a81d-502c1ec73d19.csv;133; ;atasRegistroPrecos_fa238a90-133a-4ef0-bb67-f19a75c8caf8.csv
2019;2019-07-10;2020-07-10;itens_a5d0af57-74cc-4b49-9f0f-168b936e7c79.csv;131; ;atasRegistroPrecos_fa238a90-133a-4ef0-bb67-f19a75c8caf8.csv
2019;2019-07-10;2020-07-10;itens_ba0fea1a-f5ad-468a-bf8a-b4414d9fee63.csv;129; ;atasRegistroPrecos_fa238a90-133a-4ef0-bb67-f19a75c8caf8.csv
2019;2019-07-10;2020-07-10;itens_6ed09a41-7ed2-4d4e-8d91-8a24dc42a9cd.csv;130; ;atasRegistroPrecos_fa238a90-133a-4ef0-bb67-f19a75c8caf8.csv
2019;2019-07-10;2020-07-10;itens_eb0efbac-6544-48cd-9b06-539d0bc822f4.csv;132; ;atasRegistroPrecos_fa238a90-133a-4ef0-bb67-f19a75c8caf8.csv
