cnpjCpfVencedor;codigo;descricao;numero;participanteVencedor;quantidade;unidadeMedida;valorTotalReferencia;valorTotalVencedor;valorUnitarioReferencia;valorUnitarioVencedor;origem_arquivo
06.269.942/0001-56;0;;6;CASTELAN INDUSTRIA E COMERCIO DE CONFECCOES LTDA;2000.0;;4000.0;3900.0;2.0;1.95;itensVencedores_076401e4-f7bb-4ae0-a0fa-6c81b10ead50.csv
06.269.942/0001-56;0;;7;CASTELAN INDUSTRIA E COMERCIO DE CONFECCOES LTDA;2000.0;;7000.0;6899.8;3.5;3.4499;itensVencedores_076401e4-f7bb-4ae0-a0fa-6c81b10ead50.csv
06.269.942/0001-56;0;;8;CASTELAN INDUSTRIA E COMERCIO DE CONFECCOES LTDA;30.0;;3660.0;3657.0;122.0;121.9;itensVencedores_076401e4-f7bb-4ae0-a0fa-6c81b10ead50.csv
06.269.942/0001-56;0;;9;CASTELAN INDUSTRIA E COMERCIO DE CONFECCOES LTDA;30.0;;3762.0;3760.5;125.4;125.35;itensVencedores_076401e4-f7bb-4ae0-a0fa-6c81b10ead50.csv
28.209.532/0001-52;10378824;ConstruÃ§Ã£o de um GinÃ¡sio de Esportes com Ã¡rea de 1.205,24mÂ²,;1;BRE CONSTRUCOES EIRELI;1.0;SV;1404375.68;1263935.69;1404375.68;1263935.69;itensVencedores_09489065-59a8-45c1-aa05-c515c71af2cb.csv
78.888.377/0001-16;10379718;ServiÃ§os de Limpeza da Plataforma Estradal de Rodovias Estad;1;TEC TECNICA DE ENGENHARIA CATARINENSE LTDA;1.0;SV;593544.5;470179.49;593544.5;470179.49;itensVencedores_0aef8452-1a60-4f55-816e-ba07b5294f29.csv
30.758.953/0001-84;10379505;Bancos para jardim;1;GRB ENGENHARIA LTDA;200.0;UND;78000.0;66000.0;390.0;330.0;itensVencedores_0c855851-a35a-4ff1-b2fc-c74be7d0956e.csv
03.000.190/0001-35;10372766;VeÃ­culo novo (0 KM) Pick-up, carroceria aberta com capacidad;3;JUGASA COMERCIAL DE VEICULOS S/A;1.0;UND;56200.0;55300.0;56200.0;55300.0;itensVencedores_0cf1ead4-e023-4c8b-898a-584ce538b8f4.csv
17.902.884/0001-72;10374657;CaminhÃ£o leve novo, tipo cabine + chassi, conforme especific;1;LUSA COMERCIO DE VEICULOS LTDA;2.0;UND;300000.0;276000.0;150000.0;138000.0;itensVencedores_0cf1ead4-e023-4c8b-898a-584ce538b8f4.csv
09.332.314/0001-66;10378719;Cesto aÃ©reo novo simples (isolado);2;TKA GUINDASTES INDUSTRIA E COMERCIO LTDA;2.0;UND;206000.0;139000.0;103000.0;69500.0;itensVencedores_0cf1ead4-e023-4c8b-898a-584ce538b8f4.csv
79.382.412/0001-93;10377405;ExecuÃ§Ã£o de uma galeria pluvial com aduelas de concreto na r;1;CONSTRUTORA NUNES LTDA;1.0;SV;187475.55;159351.67;187475.55;159351.67;itensVencedores_0dc08c68-597a-4d1c-a581-c8cf0baf3b81.csv
02.341.788/0001-25;10379276;Bomba de Ãleo misturador;1;GAMAPE COMERCIO DE PECAS, FERRAMENTAS, SERVICOS LTDA;3.0;UND;3105.0;2889.6;1035.0;963.2;itensVencedores_0e00e6a0-bf85-45cc-bbac-700647126e36.csv
02.341.788/0001-25;10379277;Cantoneira A-36;2;GAMAPE COMERCIO DE PECAS, FERRAMENTAS, SERVICOS LTDA;18.0;UND;2466.0;2292.84;137.0;127.38;itensVencedores_0e00e6a0-bf85-45cc-bbac-700647126e36.csv
02.341.788/0001-25;10379278;Caracol Misturador Hardox 500 3/8;3;GAMAPE COMERCIO DE PECAS, FERRAMENTAS, SERVICOS LTDA;1.0;UND;3980.0;3704.84;3980.0;3704.84;itensVencedores_0e00e6a0-bf85-45cc-bbac-700647126e36.csv
02.341.788/0001-25;10379279;Chapa 1045 1/2;4;GAMAPE COMERCIO DE PECAS, FERRAMENTAS, SERVICOS LTDA;500.0;UND;4150.0;3820.0;8.3;7.64;itensVencedores_0e00e6a0-bf85-45cc-bbac-700647126e36.csv
02.341.788/0001-25;10379280;Chapa 1045 1/4;5;GAMAPE COMERCIO DE PECAS, FERRAMENTAS, SERVICOS LTDA;500.0;UND;4150.0;3820.0;8.3;7.64;itensVencedores_0e00e6a0-bf85-45cc-bbac-700647126e36.csv
02.341.788/0001-25;10379281;Chapa 1045 3/8;6;GAMAPE COMERCIO DE PECAS, FERRAMENTAS, SERVICOS LTDA;500.0;UND;4150.0;3820.0;8.3;7.64;itensVencedores_0e00e6a0-bf85-45cc-bbac-700647126e36.csv
02.341.788/0001-25;10379282;Correia Transp. Cilo 01;7;GAMAPE COMERCIO DE PECAS, FERRAMENTAS, SERVICOS LTDA;14.0;M;1607.2;1495.2;114.8;106.8;itensVencedores_0e00e6a0-bf85-45cc-bbac-700647126e36.csv
02.341.788/0001-25;10379283;Correia Transp. Cilo 02;8;GAMAPE COMERCIO DE PECAS, FERRAMENTAS, SERVICOS LTDA;14.0;M;1607.2;1495.2;114.8;106.8;itensVencedores_0e00e6a0-bf85-45cc-bbac-700647126e36.csv
02.341.788/0001-25;10379284;Corrente Elevador 4;9;GAMAPE COMERCIO DE PECAS, FERRAMENTAS, SERVICOS LTDA;14.0;UND;9786.0;9108.68;699.0;650.62;itensVencedores_0e00e6a0-bf85-45cc-bbac-700647126e36.csv
02.341.788/0001-25;10379285;Eixo chavetado elevador;10;GAMAPE COMERCIO DE PECAS, FERRAMENTAS, SERVICOS LTDA;4.0;UND;4600.0;4280.0;1150.0;1070.0;itensVencedores_0e00e6a0-bf85-45cc-bbac-700647126e36.csv
02.341.788/0001-25;10379286;Eixo motor correia transp.;11;GAMAPE COMERCIO DE PECAS, FERRAMENTAS, SERVICOS LTDA;6.0;UND;2334.0;2169.42;389.0;361.57;itensVencedores_0e00e6a0-bf85-45cc-bbac-700647126e36.csv
02.341.788/0001-25;10379287;eixo motriz correia transp.;12;GAMAPE COMERCIO DE PECAS, FERRAMENTAS, SERVICOS LTDA;3.0;UND;2340.0;2178.21;780.0;726.07;itensVencedores_0e00e6a0-bf85-45cc-bbac-700647126e36.csv
02.341.788/0001-25;10379288;engranagem traÃ§Ã£o Elevador;13;GAMAPE COMERCIO DE PECAS, FERRAMENTAS, SERVICOS LTDA;2.0;UND;3360.0;3127.7;1680.0;1563.85;itensVencedores_0e00e6a0-bf85-45cc-bbac-700647126e36.csv
02.341.788/0001-25;10379289;Esticador Correia Transp.;14;GAMAPE COMERCIO DE PECAS, FERRAMENTAS, SERVICOS LTDA;8.0;UND;632.0;587.92;79.0;73.49;itensVencedores_0e00e6a0-bf85-45cc-bbac-700647126e36.csv
02.341.788/0001-25;10379290;F211 Mancal;15;GAMAPE COMERCIO DE PECAS, FERRAMENTAS, SERVICOS LTDA;50.0;UND;2400.0;2204.5;48.0;44.09;itensVencedores_0e00e6a0-bf85-45cc-bbac-700647126e36.csv
02.341.788/0001-25;10379291;Filtro Manga;16;GAMAPE COMERCIO DE PECAS, FERRAMENTAS, SERVICOS LTDA;112.0;UND;15568.0;14486.08;139.0;129.34;itensVencedores_0e00e6a0-bf85-45cc-bbac-700647126e36.csv
02.341.788/0001-25;10379292;Gaiola filtro manga;17;GAMAPE COMERCIO DE PECAS, FERRAMENTAS, SERVICOS LTDA;112.0;UND;19824.0;18437.44;177.0;164.62;itensVencedores_0e00e6a0-bf85-45cc-bbac-700647126e36.csv
02.341.788/0001-25;10379293;Mangueira PneumÃ¡tica 1/4;18;GAMAPE COMERCIO DE PECAS, FERRAMENTAS, SERVICOS LTDA;100.0;M;580.0;539.0;5.8;5.39;itensVencedores_0e00e6a0-bf85-45cc-bbac-700647126e36.csv
02.341.788/0001-25;10379294;Manometro 50 BAR;19;GAMAPE COMERCIO DE PECAS, FERRAMENTAS, SERVICOS LTDA;5.0;UND;475.0;440.95;95.0;88.19;itensVencedores_0e00e6a0-bf85-45cc-bbac-700647126e36.csv
02.341.788/0001-25;10379295;Motor Com Redutor;20;GAMAPE COMERCIO DE PECAS, FERRAMENTAS, SERVICOS LTDA;2.0;UND;11037.6;10272.82;5518.8;5136.41;itensVencedores_0e00e6a0-bf85-45cc-bbac-700647126e36.csv
02.341.788/0001-25;10379296;Motor ElÃ©tricp 1.1/2CV WEG 04 polos;21;GAMAPE COMERCIO DE PECAS, FERRAMENTAS, SERVICOS LTDA;3.0;UND;1313.85;1222.86;437.95;407.62;itensVencedores_0e00e6a0-bf85-45cc-bbac-700647126e36.csv
02.341.788/0001-25;10379297;Motor ElÃ©trico 15 CV WEG;22;GAMAPE COMERCIO DE PECAS, FERRAMENTAS, SERVICOS LTDA;1.0;UND;3705.0;3448.12;3705.0;3448.12;itensVencedores_0e00e6a0-bf85-45cc-bbac-700647126e36.csv
02.341.788/0001-25;10379307;Motor Eletrico 4CV WEG 04 polos;23;GAMAPE COMERCIO DE PECAS, FERRAMENTAS, SERVICOS LTDA;3.0;UND;6915.0;6434.73;2305.0;2144.91;itensVencedores_0e00e6a0-bf85-45cc-bbac-700647126e36.csv
02.341.788/0001-25;10379298;Queimador S-B26;24;GAMAPE COMERCIO DE PECAS, FERRAMENTAS, SERVICOS LTDA;1.0;UND;7695.0;7162.75;7695.0;7162.75;itensVencedores_0e00e6a0-bf85-45cc-bbac-700647126e36.csv
02.341.788/0001-25;10379299;Registro 2;25;GAMAPE COMERCIO DE PECAS, FERRAMENTAS, SERVICOS LTDA;5.0;UND;667.5;617.3;133.5;123.46;itensVencedores_0e00e6a0-bf85-45cc-bbac-700647126e36.csv
02.341.788/0001-25;10379300;Rolamento Mancal.;26;GAMAPE COMERCIO DE PECAS, FERRAMENTAS, SERVICOS LTDA;50.0;UND;3450.0;3184.5;69.0;63.69;itensVencedores_0e00e6a0-bf85-45cc-bbac-700647126e36.csv
02.341.788/0001-25;10379301;Rolete correia transp.;27;GAMAPE COMERCIO DE PECAS, FERRAMENTAS, SERVICOS LTDA;30.0;UND;12450.0;11581.8;415.0;386.06;itensVencedores_0e00e6a0-bf85-45cc-bbac-700647126e36.csv
02.341.788/0001-25;10379302;rolete mancal secador;28;GAMAPE COMERCIO DE PECAS, FERRAMENTAS, SERVICOS LTDA;4.0;UND;9520.0;8861.84;2380.0;2215.46;itensVencedores_0e00e6a0-bf85-45cc-bbac-700647126e36.csv
02.341.788/0001-25;10379303;VÃ¡lvula PneumÃ¡tica;29;GAMAPE COMERCIO DE PECAS, FERRAMENTAS, SERVICOS LTDA;3.0;UND;357.0;332.16;119.0;110.72;itensVencedores_0e00e6a0-bf85-45cc-bbac-700647126e36.csv
02.341.788/0001-25;10379304;"MÃ£o de Obra mecÃ¢nica;";30;GAMAPE COMERCIO DE PECAS, FERRAMENTAS, SERVICOS LTDA;100.0;HORA;9000.0;8378.0;90.0;83.78;itensVencedores_0e00e6a0-bf85-45cc-bbac-700647126e36.csv
02.341.788/0001-25;10379305;MÃ£o de Obra ElÃ©trica.;31;GAMAPE COMERCIO DE PECAS, FERRAMENTAS, SERVICOS LTDA;100.0;SER;7500.0;6957.0;75.0;69.57;itensVencedores_0e00e6a0-bf85-45cc-bbac-700647126e36.csv
02.341.788/0001-25;10379306;Torno e solda;32;GAMAPE COMERCIO DE PECAS, FERRAMENTAS, SERVICOS LTDA;80.0;HORA;9200.0;8544.0;115.0;106.8;itensVencedores_0e00e6a0-bf85-45cc-bbac-700647126e36.csv
05.895.635/0001-18;10379310;ContrataÃ§Ã£o de empresa para execuÃ§Ã£o dos serviÃ§os necessÃ¡rio;1;JR CONSTRUCOES E TERRAPLENAGEM LTDA EPP;1.0;SV;2402148.8;2014989.2;2402148.8;2014989.2;itensVencedores_0e2f6016-e3ab-47ba-bcfa-12ebafdf5ccf.csv
20.015.143/0001-84;10377527;limpeza e desinfecÃ§Ã£o de caixa dÃ¡gua 500l;1;CONTROLE AMBIENTAL TROMBIN LTDA;330.0;UND;24750.0;18810.0;75.0;57.0;itensVencedores_0e3b1141-0d2d-4748-bad5-bcab84c9ff65.csv
20.015.143/0001-84;10377528;limpeza e desinfecÃ§Ã£o de caixa dÃ¡gua 750l;2;CONTROLE AMBIENTAL TROMBIN LTDA;16.0;UND;1360.0;912.0;85.0;57.0;itensVencedores_0e3b1141-0d2d-4748-bad5-bcab84c9ff65.csv
20.015.143/0001-84;10377529;limpeza e desinfecÃ§Ã£o de caixa dÃ¡gua 1000l;3;CONTROLE AMBIENTAL TROMBIN LTDA;292.0;UND;29200.0;19564.0;100.0;67.0;itensVencedores_0e3b1141-0d2d-4748-bad5-bcab84c9ff65.csv
20.015.143/0001-84;10377530;limpeza e desinfecÃ§Ã£o de caixa dÃ¡gua 2000l;4;CONTROLE AMBIENTAL TROMBIN LTDA;16.0;UND;1920.0;1072.0;120.0;67.0;itensVencedores_0e3b1141-0d2d-4748-bad5-bcab84c9ff65.csv
20.015.143/0001-84;10377531;limpeza e desinfecÃ§Ã£o de caixa dÃ¡gua 2500l;5;CONTROLE AMBIENTAL TROMBIN LTDA;8.0;UND;1000.0;640.0;125.0;80.0;itensVencedores_0e3b1141-0d2d-4748-bad5-bcab84c9ff65.csv
20.015.143/0001-84;10377532;limpeza e desinfecÃ§Ã£o de caixa dÃ¡gua 3000l;6;CONTROLE AMBIENTAL TROMBIN LTDA;4.0;UND;520.0;320.0;130.0;80.0;itensVencedores_0e3b1141-0d2d-4748-bad5-bcab84c9ff65.csv
20.015.143/0001-84;10377533;limpeza e desinfecÃ§Ã£o de caixa dÃ¡gua 5000l;7;CONTROLE AMBIENTAL TROMBIN LTDA;42.0;UND;5880.0;4158.0;140.0;99.0;itensVencedores_0e3b1141-0d2d-4748-bad5-bcab84c9ff65.csv
20.015.143/0001-84;10377534;limpeza e desinfecÃ§Ã£o de caixa dÃ¡gua 7500l;8;CONTROLE AMBIENTAL TROMBIN LTDA;2.0;UND;360.0;198.0;180.0;99.0;itensVencedores_0e3b1141-0d2d-4748-bad5-bcab84c9ff65.csv
20.015.143/0001-84;10377535;limpeza e desinfecÃ§Ã£o de caixa dÃ¡gua 10000l;9;CONTROLE AMBIENTAL TROMBIN LTDA;24.0;UND;4800.0;2376.0;200.0;99.0;itensVencedores_0e3b1141-0d2d-4748-bad5-bcab84c9ff65.csv
20.015.143/0001-84;10377536;limpeza e desinfecÃ§Ã£o de caixa dÃ¡gua 15000l;10;CONTROLE AMBIENTAL TROMBIN LTDA;6.0;UND;1320.0;720.0;220.0;120.0;itensVencedores_0e3b1141-0d2d-4748-bad5-bcab84c9ff65.csv
20.015.143/0001-84;10377537;limpeza e desinfecÃ§Ã£o de caixa dÃ¡gua 20000l;11;CONTROLE AMBIENTAL TROMBIN LTDA;14.0;UND;4480.0;2758.0;320.0;197.0;itensVencedores_0e3b1141-0d2d-4748-bad5-bcab84c9ff65.csv
20.015.143/0001-84;10377538;limpeza e desinfecÃ§Ã£o de caixa dÃ¡gua 30000l;12;CONTROLE AMBIENTAL TROMBIN LTDA;2.0;UND;720.0;394.0;360.0;197.0;itensVencedores_0e3b1141-0d2d-4748-bad5-bcab84c9ff65.csv
20.015.143/0001-84;10377539;limpeza e desinfecÃ§Ã£o de caixa dÃ¡gua 125.000 Cisterna;13;CONTROLE AMBIENTAL TROMBIN LTDA;2.0;UND;1360.0;1140.0;680.0;570.0;itensVencedores_0e3b1141-0d2d-4748-bad5-bcab84c9ff65.csv
17.281.222/0001-22;4030108;DOCE DE BANANA;1;COOPERATIVA FAMILIAR DE PRODUCAO AGRICOLA NOVA VIDA;750.0;PT;8610.0;8610.0;11.48;11.48;itensVencedores_0f3d9aec-5026-4f59-95c4-7712a0285d7c.csv
17.281.222/0001-22;10111896;Farinha de mandioca;2;COOPERATIVA FAMILIAR DE PRODUCAO AGRICOLA NOVA VIDA;1000.0;KG;3480.0;3480.0;3.48;3.48;itensVencedores_0f3d9aec-5026-4f59-95c4-7712a0285d7c.csv
17.281.222/0001-22;10101769;FARINHA DE MILHO;3;COOPERATIVA FAMILIAR DE PRODUCAO AGRICOLA NOVA VIDA;400.0;KG;1492.0;1492.0;3.73;3.73;itensVencedores_0f3d9aec-5026-4f59-95c4-7712a0285d7c.csv
17.281.222/0001-22;40500035;LEITE;4;COOPERATIVA FAMILIAR DE PRODUCAO AGRICOLA NOVA VIDA;20314.0;LT;63176.54;63176.54;3.11;3.11;itensVencedores_0f3d9aec-5026-4f59-95c4-7712a0285d7c.csv
17.281.222/0001-22;4030113;QUEIJO PRATO;5;COOPERATIVA FAMILIAR DE PRODUCAO AGRICOLA NOVA VIDA;1100.0;KG;27467.0;27467.0;24.97;24.97;itensVencedores_0f3d9aec-5026-4f59-95c4-7712a0285d7c.csv
17.281.222/0001-22;10361937;SUCO NATURAL;6;COOPERATIVA FAMILIAR DE PRODUCAO AGRICOLA NOVA VIDA;7000.0;LT;112910.0;112910.0;16.13;16.13;itensVencedores_0f3d9aec-5026-4f59-95c4-7712a0285d7c.csv
17.281.222/0001-22;10117067;ABACAXI;7;COOPERATIVA FAMILIAR DE PRODUCAO AGRICOLA NOVA VIDA;700.0;UND;3220.0;3220.0;4.6;4.6;itensVencedores_0f3d9aec-5026-4f59-95c4-7712a0285d7c.csv
17.281.222/0001-22;10372056;ABOBORA TRONCO;8;COOPERATIVA FAMILIAR DE PRODUCAO AGRICOLA NOVA VIDA;400.0;KG;1324.0;1324.0;3.31;3.31;itensVencedores_0f3d9aec-5026-4f59-95c4-7712a0285d7c.csv
17.281.222/0001-22;10105881;AIPIM;9;COOPERATIVA FAMILIAR DE PRODUCAO AGRICOLA NOVA VIDA;1500.0;KG;6510.0;6510.0;4.34;4.34;itensVencedores_0f3d9aec-5026-4f59-95c4-7712a0285d7c.csv
17.281.222/0001-22;1013845;ALFACE CRESPA .;10;COOPERATIVA FAMILIAR DE PRODUCAO AGRICOLA NOVA VIDA;2500.0;KG;5350.0;5350.0;2.14;2.14;itensVencedores_0f3d9aec-5026-4f59-95c4-7712a0285d7c.csv
17.281.222/0001-22;4060001;ALHO IN NATURA;11;COOPERATIVA FAMILIAR DE PRODUCAO AGRICOLA NOVA VIDA;300.0;KG;6651.0;6651.0;22.17;22.17;itensVencedores_0f3d9aec-5026-4f59-95c4-7712a0285d7c.csv
17.281.222/0001-22;1012407;ARROZ;12;COOPERATIVA FAMILIAR DE PRODUCAO AGRICOLA NOVA VIDA;9000.0;KG;26370.0;26370.0;2.93;2.93;itensVencedores_0f3d9aec-5026-4f59-95c4-7712a0285d7c.csv
17.281.222/0001-22;40301327;Banana Branca;13;COOPERATIVA FAMILIAR DE PRODUCAO AGRICOLA NOVA VIDA;7000.0;KG;21910.0;21910.0;3.13;3.13;itensVencedores_0f3d9aec-5026-4f59-95c4-7712a0285d7c.csv
17.281.222/0001-22;10105879;BATATA DOCE;14;COOPERATIVA FAMILIAR DE PRODUCAO AGRICOLA NOVA VIDA;800.0;KG;2384.0;2384.0;2.98;2.98;itensVencedores_0f3d9aec-5026-4f59-95c4-7712a0285d7c.csv
17.281.222/0001-22;10100380;BATATA INGLESA;15;COOPERATIVA FAMILIAR DE PRODUCAO AGRICOLA NOVA VIDA;3500.0;KG;11445.0;11445.0;3.27;3.27;itensVencedores_0f3d9aec-5026-4f59-95c4-7712a0285d7c.csv
17.281.222/0001-22;10105882;BETERRABA;16;COOPERATIVA FAMILIAR DE PRODUCAO AGRICOLA NOVA VIDA;1000.0;KG;2880.0;2880.0;2.88;2.88;itensVencedores_0f3d9aec-5026-4f59-95c4-7712a0285d7c.csv
17.281.222/0001-22;40301450;BRÃCOLIS;17;COOPERATIVA FAMILIAR DE PRODUCAO AGRICOLA NOVA VIDA;800.0;KG;3120.0;3120.0;3.9;3.9;itensVencedores_0f3d9aec-5026-4f59-95c4-7712a0285d7c.csv
17.281.222/0001-22;40297771;Cebola de cabeÃ§a;18;COOPERATIVA FAMILIAR DE PRODUCAO AGRICOLA NOVA VIDA;2500.0;KG;9000.0;9000.0;3.6;3.6;itensVencedores_0f3d9aec-5026-4f59-95c4-7712a0285d7c.csv
17.281.222/0001-22;10102735;CENOURA;19;COOPERATIVA FAMILIAR DE PRODUCAO AGRICOLA NOVA VIDA;1200.0;KG;3540.0;3540.0;2.95;2.95;itensVencedores_0f3d9aec-5026-4f59-95c4-7712a0285d7c.csv
17.281.222/0001-22;40200035;Chuchu;20;COOPERATIVA FAMILIAR DE PRODUCAO AGRICOLA NOVA VIDA;600.0;KG;1902.0;1902.0;3.17;3.17;itensVencedores_0f3d9aec-5026-4f59-95c4-7712a0285d7c.csv
17.281.222/0001-22;10101753;COUVE FLOR.;21;COOPERATIVA FAMILIAR DE PRODUCAO AGRICOLA NOVA VIDA;600.0;UND;2358.0;2358.0;3.93;3.93;itensVencedores_0f3d9aec-5026-4f59-95c4-7712a0285d7c.csv
17.281.222/0001-22;10367604;COUVE FOLHA;22;COOPERATIVA FAMILIAR DE PRODUCAO AGRICOLA NOVA VIDA;1400.0;UND;3598.0;3598.0;2.57;2.57;itensVencedores_0f3d9aec-5026-4f59-95c4-7712a0285d7c.csv
17.281.222/0001-22;10366408;ESPINAFRE;23;COOPERATIVA FAMILIAR DE PRODUCAO AGRICOLA NOVA VIDA;600.0;MA;1542.0;1542.0;2.57;2.57;itensVencedores_0f3d9aec-5026-4f59-95c4-7712a0285d7c.csv
17.281.222/0001-22;10104531;FEIJAO PRETO;24;COOPERATIVA FAMILIAR DE PRODUCAO AGRICOLA NOVA VIDA;5300.0;KG;26394.0;26394.0;4.98;4.98;itensVencedores_0f3d9aec-5026-4f59-95c4-7712a0285d7c.csv
17.281.222/0001-22;10372075;IOGURTE;25;COOPERATIVA FAMILIAR DE PRODUCAO AGRICOLA NOVA VIDA;12000.0;LS;35400.0;35400.0;2.95;2.95;itensVencedores_0f3d9aec-5026-4f59-95c4-7712a0285d7c.csv
17.281.222/0001-22;10372077;LARANJA;26;COOPERATIVA FAMILIAR DE PRODUCAO AGRICOLA NOVA VIDA;8000.0;KG;19280.0;19280.0;2.41;2.41;itensVencedores_0f3d9aec-5026-4f59-95c4-7712a0285d7c.csv
17.281.222/0001-22;10103573;MAÃA;27;COOPERATIVA FAMILIAR DE PRODUCAO AGRICOLA NOVA VIDA;8000.0;KG;34240.0;34240.0;4.28;4.28;itensVencedores_0f3d9aec-5026-4f59-95c4-7712a0285d7c.csv
17.281.222/0001-22;40200428;MAMAO;28;COOPERATIVA FAMILIAR DE PRODUCAO AGRICOLA NOVA VIDA;1700.0;KG;6443.0;6443.0;3.79;3.79;itensVencedores_0f3d9aec-5026-4f59-95c4-7712a0285d7c.csv
17.281.222/0001-22;10117065;MELANCIA;29;COOPERATIVA FAMILIAR DE PRODUCAO AGRICOLA NOVA VIDA;4000.0;KG;7720.0;7720.0;1.93;1.93;itensVencedores_0f3d9aec-5026-4f59-95c4-7712a0285d7c.csv
17.281.222/0001-22;10117068;MELAO;30;COOPERATIVA FAMILIAR DE PRODUCAO AGRICOLA NOVA VIDA;1700.0;KG;6681.0;6681.0;3.93;3.93;itensVencedores_0f3d9aec-5026-4f59-95c4-7712a0285d7c.csv
17.281.222/0001-22;40301389;Moranga KabotiÃ¡;31;COOPERATIVA FAMILIAR DE PRODUCAO AGRICOLA NOVA VIDA;1700.0;UND;3485.0;3485.0;2.05;2.05;itensVencedores_0f3d9aec-5026-4f59-95c4-7712a0285d7c.csv
17.281.222/0001-22;1013000;OVOS  DE GALINHA;32;COOPERATIVA FAMILIAR DE PRODUCAO AGRICOLA NOVA VIDA;3200.0;DZ;15616.0;15616.0;4.88;4.88;itensVencedores_0f3d9aec-5026-4f59-95c4-7712a0285d7c.csv
17.281.222/0001-22;10105883;PIMENTAO;33;COOPERATIVA FAMILIAR DE PRODUCAO AGRICOLA NOVA VIDA;1000.0;KG;4420.0;4420.0;4.42;4.42;itensVencedores_0f3d9aec-5026-4f59-95c4-7712a0285d7c.csv
17.281.222/0001-22;10103571;REPOLHO;34;COOPERATIVA FAMILIAR DE PRODUCAO AGRICOLA NOVA VIDA;1200.0;UND;4224.0;4224.0;3.52;3.52;itensVencedores_0f3d9aec-5026-4f59-95c4-7712a0285d7c.csv
17.281.222/0001-22;10105884;TEMPERO VERDE;35;COOPERATIVA FAMILIAR DE PRODUCAO AGRICOLA NOVA VIDA;2200.0;UND;4312.0;4312.0;1.96;1.96;itensVencedores_0f3d9aec-5026-4f59-95c4-7712a0285d7c.csv
17.281.222/0001-22;10102736;TOMATE;36;COOPERATIVA FAMILIAR DE PRODUCAO AGRICOLA NOVA VIDA;3400.0;KG;13464.0;13464.0;3.96;3.96;itensVencedores_0f3d9aec-5026-4f59-95c4-7712a0285d7c.csv
17.281.222/0001-22;10375582;LIMÃO;37;COOPERATIVA FAMILIAR DE PRODUCAO AGRICOLA NOVA VIDA;350.0;KG;1837.5;1837.5;5.25;5.25;itensVencedores_0f3d9aec-5026-4f59-95c4-7712a0285d7c.csv
17.281.222/0001-22;1013059;MILHO VERDE  - in natura;38;COOPERATIVA FAMILIAR DE PRODUCAO AGRICOLA NOVA VIDA;800.0;KG;3840.0;3840.0;4.8;4.8;itensVencedores_0f3d9aec-5026-4f59-95c4-7712a0285d7c.csv
17.281.222/0001-22;10101754;PEPINO;39;COOPERATIVA FAMILIAR DE PRODUCAO AGRICOLA NOVA VIDA;1200.0;KG;4020.0;4020.0;3.35;3.35;itensVencedores_0f3d9aec-5026-4f59-95c4-7712a0285d7c.csv
17.281.222/0001-22;40200429;MARACUJA AZEDO;40;COOPERATIVA FAMILIAR DE PRODUCAO AGRICOLA NOVA VIDA;400.0;KG;3160.0;3160.0;7.9;7.9;itensVencedores_0f3d9aec-5026-4f59-95c4-7712a0285d7c.csv
77.853.083/0001-96;10379337;FogÃ£o Industrial Ã  gÃ¡s de INOX, 04 bocas;2;AGASERV COM. E ASSISTENCIA TECNICA EIRELI;20.0;UND;64460.0;41360.0;3223.0;2068.0;itensVencedores_0f4f69d1-90fe-40b2-a371-bc368cc7d968.csv
09.053.748/0001-27;10379338;Geladeira comercial em aÃ§o inoxidÃ¡vel 4 portas;5;BAGATOLI COMERCIO DE MOVEIS LTDA;15.0;UND;79999.95;59550.0;5333.33;3970.0;itensVencedores_0f4f69d1-90fe-40b2-a371-bc368cc7d968.csv
09.053.748/0001-27;10379339;Refresqueira dupla;10;BAGATOLI COMERCIO DE MOVEIS LTDA;6.0;UND;11997.78;9804.0;1999.63;1634.0;itensVencedores_0f4f69d1-90fe-40b2-a371-bc368cc7d968.csv
16.679.319/0001-25;10379342;MÃ¡quina de waffles;14;APICEBR COMERCIAL EIRELI;5.0;UND;13985.0;12150.0;2797.0;2430.0;itensVencedores_0f4f69d1-90fe-40b2-a371-bc368cc7d968.csv
18.021.997/0001-21;10379336;FogÃ£o Industrial Ã  gÃ¡s de INOX, 06 bocas;1;DEATEC ASSISTENCIA TECNICA, PECAS E SERVICOS LTDA;5.0;UND;22770.0;16195.0;4554.0;3239.0;itensVencedores_0f4f69d1-90fe-40b2-a371-bc368cc7d968.csv
18.021.997/0001-21;81100018;Liquidificador industrial;6;DEATEC ASSISTENCIA TECNICA, PECAS E SERVICOS LTDA;70.0;UND;65800.0;47950.0;940.0;685.0;itensVencedores_0f4f69d1-90fe-40b2-a371-bc368cc7d968.csv
18.021.997/0001-21;10367089;Forno ElÃ©trico;8;DEATEC ASSISTENCIA TECNICA, PECAS E SERVICOS LTDA;50.0;UND;28375.0;20450.0;567.5;409.0;itensVencedores_0f4f69d1-90fe-40b2-a371-bc368cc7d968.csv
18.021.997/0001-21;10379341;Aspirador de PÃ³ PortÃ¡til  Vertical;13;DEATEC ASSISTENCIA TECNICA, PECAS E SERVICOS LTDA;2.0;UND;639.8;440.0;319.9;220.0;itensVencedores_0f4f69d1-90fe-40b2-a371-bc368cc7d968.csv
